station_name,datetime,FDOM_QSU,Conductivity_mS_m,pH,Temp_C,Turbidity_NTU
Malselva - loggestasjon,2019-10-13T17:00:00Z,13.04,4.779,7.657,1.189,1.87
Malselva - loggestasjon,2019-10-13T18:00:00Z,13.04,4.815,7.653,1.18,2.07
Malselva - loggestasjon,2019-10-13T19:00:00Z,13.19,4.789,7.652,1.126,1.91
Malselva - loggestasjon,2019-10-13T20:00:00Z,13.04,4.793,7.647,1.141,2.3
Malselva - loggestasjon,2019-10-13T21:00:00Z,12.89,4.82,7.637,1.139,1.62
Malselva - loggestasjon,2019-10-13T22:00:00Z,13.04,4.837,7.638,1.078,1.75
Malselva - loggestasjon,2019-10-13T23:00:00Z,13.14,4.855,7.639,1.03,2.71
Malselva - loggestasjon,2019-10-14T00:00:00Z,13.04,4.866,7.64,1.082,1.52
Malselva - loggestasjon,2019-10-14T01:00:00Z,13.28,4.887,7.635,1.003,3.12
Malselva - loggestasjon,2019-10-14T02:00:00Z,13.04,4.892,7.636,0.994,1.44
Malselva - loggestasjon,2019-10-14T03:00:00Z,13.14,4.89,7.636,1.04,1.54
Malselva - loggestasjon,2019-10-14T04:00:00Z,12.99,4.877,7.638,1.049,1.39
Malselva - loggestasjon,2019-10-14T05:00:00Z,13.14,4.872,7.638,0.945,1.33
Malselva - loggestasjon,2019-10-14T06:00:00Z,13.14,4.872,7.637,0.922,1.4
Malselva - loggestasjon,2019-10-14T07:00:00Z,13.19,4.83,7.641,0.84,1.21
Malselva - loggestasjon,2019-10-14T08:00:00Z,12.99,4.822,7.642,0.798,1.74
Malselva - loggestasjon,2019-10-14T09:00:00Z,12.65,4.816,7.647,0.881,1.48
Malselva - loggestasjon,2019-10-14T10:00:00Z,12.75,4.819,7.644,0.878,1.55
Malselva - loggestasjon,2019-10-14T11:00:00Z,12.6,4.81,7.647,0.92,1.39
Malselva - loggestasjon,2019-10-14T12:00:00Z,12.5,4.801,7.663,0.937,1.27
Malselva - loggestasjon,2019-10-14T13:00:00Z,12.31,4.77,7.663,1.004,1.63
Malselva - loggestasjon,2019-10-14T14:00:00Z,12.7,4.732,7.66,1.045,1.39
Malselva - loggestasjon,2019-10-14T15:00:00Z,12.5,4.706,7.66,1.078,1.67
Malselva - loggestasjon,2019-10-14T16:00:00Z,11.87,4.685,7.656,1.088,1.26
Malselva - loggestasjon,2019-10-14T17:00:00Z,12.36,4.673,7.66,1.119,2.78
Malselva - loggestasjon,2019-10-14T18:00:00Z,12.26,4.686,7.652,1.128,2.37
Malselva - loggestasjon,2019-10-14T19:00:00Z,12.36,4.683,7.641,1.139,1.31
Malselva - loggestasjon,2019-10-14T20:00:00Z,12.41,4.72,7.638,1.133,1.28
Malselva - loggestasjon,2019-10-14T21:00:00Z,12.65,4.706,7.639,1.084,1.42
Malselva - loggestasjon,2019-10-14T22:00:00Z,12.31,4.707,7.63,1.025,1.5
Malselva - loggestasjon,2019-10-14T23:00:00Z,12.5,4.696,7.635,1.06,2
Malselva - loggestasjon,2019-10-15T00:00:00Z,12.31,4.697,7.629,0.998,1.33
Malselva - loggestasjon,2019-10-15T01:00:00Z,12.26,4.702,7.631,0.95,1.47
Malselva - loggestasjon,2019-10-15T02:00:00Z,12.26,4.696,7.629,0.935,1.85
Malselva - loggestasjon,2019-10-15T03:00:00Z,12.5,4.668,7.624,0.946,1.61
Malselva - loggestasjon,2019-10-15T04:00:00Z,12.65,4.638,7.626,0.842,1.38
Malselva - loggestasjon,2019-10-15T05:00:00Z,12.21,4.626,7.628,0.84,1.62
Malselva - loggestasjon,2019-10-15T06:00:00Z,12.16,4.598,7.624,0.649,1.5
Malselva - loggestasjon,2019-10-15T07:00:00Z,12.11,4.599,7.626,0.638,1.62
Malselva - loggestasjon,2019-10-15T08:00:00Z,12.26,4.574,7.627,0.584,1.55
Malselva - loggestasjon,2019-10-15T09:00:00Z,12.06,4.568,7.629,0.56,1.4
Malselva - loggestasjon,2019-10-15T10:00:00Z,12.55,4.56,7.625,0.476,1.85
Malselva - loggestasjon,2019-10-15T11:00:00Z,12.06,4.561,7.631,0.513,1.76
Malselva - loggestasjon,2019-10-15T12:00:00Z,11.92,4.57,7.631,0.553,1.61
Malselva - loggestasjon,2019-10-15T13:00:00Z,11.82,4.573,7.638,0.522,1.6
Malselva - loggestasjon,2019-10-15T14:00:00Z,11.77,4.598,7.635,0.54,1.78
Malselva - loggestasjon,2019-10-15T15:00:00Z,11.82,4.596,7.631,0.58,1.44
Malselva - loggestasjon,2019-10-15T16:00:00Z,11.82,4.597,7.641,0.626,1.63
Malselva - loggestasjon,2019-10-15T17:00:00Z,11.72,4.605,7.636,0.657,1.58
Malselva - loggestasjon,2019-10-15T18:00:00Z,11.77,4.616,7.638,0.668,1.34
Malselva - loggestasjon,2019-10-15T19:00:00Z,11.82,4.627,7.636,0.678,1.41
Malselva - loggestasjon,2019-10-15T20:00:00Z,11.92,4.63,7.625,0.678,1.62
Malselva - loggestasjon,2019-10-15T21:00:00Z,11.87,4.629,7.621,0.694,1.33
Malselva - loggestasjon,2019-10-15T22:00:00Z,12.11,4.45,7.616,0.663,1.27
Malselva - loggestasjon,2019-10-15T23:00:00Z,11.92,4.661,7.618,0.624,1.46
Malselva - loggestasjon,2019-10-16T00:00:00Z,12.26,4.663,7.615,0.605,1.41
Malselva - loggestasjon,2019-10-16T01:00:00Z,12.06,4.651,7.611,0.546,2
Malselva - loggestasjon,2019-10-16T02:00:00Z,12.16,4.623,7.608,0.487,2.39
Malselva - loggestasjon,2019-10-16T03:00:00Z,12.01,4.625,7.606,0.482,1.72
Malselva - loggestasjon,2019-10-16T04:00:00Z,12.21,4.604,7.607,0.499,1.59
Malselva - loggestasjon,2019-10-16T05:00:00Z,12.06,4.578,7.609,0.403,1.49
Malselva - loggestasjon,2019-10-16T06:00:00Z,11.72,4.535,7.604,0.304,1.59
Malselva - loggestasjon,2019-10-16T07:00:00Z,12.01,4.547,7.603,0.247,1.51
Malselva - loggestasjon,2019-10-16T08:00:00Z,12.06,4.518,7.608,0.302,2.32
Malselva - loggestasjon,2019-10-16T09:00:00Z,11.77,4.546,7.61,0.203,1.5
Malselva - loggestasjon,2019-10-16T10:00:00Z,11.87,4.523,7.616,0.185,1.42
Malselva - loggestasjon,2019-10-16T11:00:00Z,11.28,4.495,7.621,0.202,1.88
Malselva - loggestasjon,2019-10-16T12:00:00Z,11.53,4.486,7.623,0.247,1.83
Malselva - loggestasjon,2019-10-16T13:00:00Z,11.72,4.472,7.625,0.291,2.46
Malselva - loggestasjon,2019-10-16T14:00:00Z,11.04,4.427,7.634,0.353,2.07
Malselva - loggestasjon,2019-10-16T15:00:00Z,11.09,4.424,7.634,0.359,1.76
Malselva - loggestasjon,2019-10-16T16:00:00Z,11.33,4.426,7.628,0.338,2.02
Malselva - loggestasjon,2019-10-16T17:00:00Z,11.28,4.461,7.627,0.352,1.7
Malselva - loggestasjon,2019-10-16T18:00:00Z,11.28,4.515,7.632,0.351,1.66
Malselva - loggestasjon,2019-10-16T19:00:00Z,11.48,4.544,7.631,0.315,1.62
Malselva - loggestasjon,2019-10-16T20:00:00Z,11.28,4.571,7.63,0.277,1.6
Malselva - loggestasjon,2019-10-16T21:00:00Z,11.18,4.582,7.616,0.306,2.11
Malselva - loggestasjon,2019-10-16T22:00:00Z,11.38,4.582,7.625,0.268,1.57
Malselva - loggestasjon,2019-10-16T23:00:00Z,11.48,4.571,7.623,0.214,1.64
Malselva - loggestasjon,2019-10-17T00:00:00Z,11.53,4.562,7.62,0.189,1.54
Malselva - loggestasjon,2019-10-17T01:00:00Z,11.77,4.542,7.619,0.173,1.54
Malselva - loggestasjon,2019-10-17T02:00:00Z,11.62,4.548,7.615,0.095,1.58
Malselva - loggestasjon,2019-10-17T03:00:00Z,11.67,4.543,7.615,0.066,1.75
Malselva - loggestasjon,2019-10-17T04:00:00Z,11.33,4.55,7.618,0.078,1.5
Malselva - loggestasjon,2019-10-17T05:00:00Z,11.67,4.557,7.617,0.07,1.6
Malselva - loggestasjon,2019-10-17T06:00:00Z,11.58,4.587,7.623,0.032,1.54
Malselva - loggestasjon,2019-10-17T07:00:00Z,11.97,4.591,7.623,0.038,1.58
Malselva - loggestasjon,2019-10-17T08:00:00Z,11.87,4.601,7.624,0.058,1.71
Malselva - loggestasjon,2019-10-17T09:00:00Z,11.58,4.625,7.627,0.022,1.63
Malselva - loggestasjon,2019-10-17T10:00:00Z,11.38,4.681,7.63,0.053,1.76
Malselva - loggestasjon,2019-10-17T11:00:00Z,11.58,4.674,7.629,0.061,1.92
Malselva - loggestasjon,2019-10-17T12:00:00Z,11.67,4.701,7.636,0.072,1.57
Malselva - loggestasjon,2019-10-17T13:00:00Z,11.38,4.73,7.639,0.081,1.74
Malselva - loggestasjon,2019-10-17T14:00:00Z,11.53,4.737,7.643,0.097,1.61
Malselva - loggestasjon,2019-10-17T15:00:00Z,11.72,4.743,7.64,0.086,1.73
Malselva - loggestasjon,2019-10-17T16:00:00Z,11.87,4.644,7.637,0.092,1.93
Malselva - loggestasjon,2019-10-17T17:00:00Z,11.18,4.596,7.631,0.084,1.77
Malselva - loggestasjon,2019-10-17T18:00:00Z,11.09,4.529,7.625,0.127,2.06
Malselva - loggestasjon,2019-10-17T19:00:00Z,11.04,4.462,7.621,0.113,2.2
Malselva - loggestasjon,2019-10-17T20:00:00Z,11.09,4.437,7.611,0.068,2.22
Malselva - loggestasjon,2019-10-17T21:00:00Z,10.94,4.444,7.619,0.111,2.55
Malselva - loggestasjon,2019-10-17T22:00:00Z,11.04,4.424,7.61,0.066,2.58
Malselva - loggestasjon,2019-10-17T23:00:00Z,10.84,4.437,7.605,0.066,2.69
Malselva - loggestasjon,2019-10-18T00:00:00Z,10.89,4.434,7.604,0.04,2.51
Malselva - loggestasjon,2019-10-18T01:00:00Z,10.7,4.452,7.604,0.063,2.46
Malselva - loggestasjon,2019-10-18T02:00:00Z,10.89,4.466,7.599,0.053,2.32
Malselva - loggestasjon,2019-10-18T03:00:00Z,10.79,4.482,7.602,0.047,2.61
Malselva - loggestasjon,2019-10-18T04:00:00Z,11.18,4.524,7.599,0.05,2.37
Malselva - loggestasjon,2019-10-18T05:00:00Z,11.18,4.571,7.598,0.05,2.25
Malselva - loggestasjon,2019-10-18T06:00:00Z,10.99,4.608,7.588,0.1,2.5
Malselva - loggestasjon,2019-10-18T07:00:00Z,11.09,4.639,7.596,0.048,2.4
Malselva - loggestasjon,2019-10-18T08:00:00Z,11.09,4.646,7.597,0.051,2.79
Malselva - loggestasjon,2019-10-18T09:00:00Z,10.84,4.642,7.59,0.102,2.09
Malselva - loggestasjon,2019-10-18T10:00:00Z,10.99,4.638,7.598,0.146,2
Malselva - loggestasjon,2019-10-18T11:00:00Z,10.94,4.662,7.597,0.152,2.22
Malselva - loggestasjon,2019-10-18T12:00:00Z,11.14,4.653,7.597,0.172,1.86
Malselva - loggestasjon,2019-10-18T13:00:00Z,11.09,4.666,7.601,0.21,2.1
Malselva - loggestasjon,2019-10-18T14:00:00Z,10.94,4.667,7.598,0.219,1.99
Malselva - loggestasjon,2019-10-18T15:00:00Z,11.04,4.592,7.595,0.221,1.87
Malselva - loggestasjon,2019-10-18T16:00:00Z,10.89,4.555,7.591,0.189,2.15
Malselva - loggestasjon,2019-10-18T17:00:00Z,10.89,4.516,7.587,0.209,2
Malselva - loggestasjon,2019-10-18T18:00:00Z,10.7,4.466,7.589,0.157,1.92
Malselva - loggestasjon,2019-10-18T19:00:00Z,10.5,4.463,7.609,0.182,1.85
Malselva - loggestasjon,2019-10-18T20:00:00Z,10.55,4.482,7.603,0.199,1.97
Malselva - loggestasjon,2019-10-18T21:00:00Z,10.5,4.496,7.607,0.185,2.25
Malselva - loggestasjon,2019-10-18T22:00:00Z,10.35,4.522,7.601,0.156,2.14
Malselva - loggestasjon,2019-10-18T23:00:00Z,10.6,4.549,7.577,0.176,2.54
Malselva - loggestasjon,2019-10-19T00:00:00Z,10.74,4.564,7.583,0.189,1.94
Malselva - loggestasjon,2019-10-19T01:00:00Z,10.6,4.567,7.583,0.19,2.07
Malselva - loggestasjon,2019-10-19T02:00:00Z,10.84,4.55,7.579,0.206,2.12
Malselva - loggestasjon,2019-10-19T03:00:00Z,10.6,4.525,7.563,0.223,2.39
Malselva - loggestasjon,2019-10-19T04:00:00Z,10.74,4.516,7.58,0.184,2.25
Malselva - loggestasjon,2019-10-19T05:00:00Z,10.94,4.506,7.539,0.191,2.45
Malselva - loggestasjon,2019-10-19T06:00:00Z,10.94,4.512,7.569,0.171,2.22
Malselva - loggestasjon,2019-10-19T07:00:00Z,10.7,4.498,7.57,0.178,2.04
Malselva - loggestasjon,2019-10-19T08:00:00Z,10.7,4.491,7.573,0.148,2.49
Malselva - loggestasjon,2019-10-19T09:00:00Z,10.65,4.524,7.577,0.174,2.26
Malselva - loggestasjon,2019-10-19T10:00:00Z,10.84,4.576,7.578,0.181,2.18
Malselva - loggestasjon,2019-10-19T11:00:00Z,10.84,4.622,7.588,0.135,2.73
Malselva - loggestasjon,2019-10-19T12:00:00Z,10.84,4.656,7.591,0.142,2.26
Malselva - loggestasjon,2019-10-19T13:00:00Z,10.89,4.7,7.595,0.175,2.43
Malselva - loggestasjon,2019-10-19T14:00:00Z,10.94,4.725,7.594,0.166,2.69
Malselva - loggestasjon,2019-10-19T15:00:00Z,11.04,4.747,7.596,0.169,2.39
Malselva - loggestasjon,2019-10-19T16:00:00Z,10.65,4.747,7.601,0.157,2.32
Malselva - loggestasjon,2019-10-19T17:00:00Z,10.74,4.748,7.605,0.131,2.4
Malselva - loggestasjon,2019-10-19T18:00:00Z,10.7,4.757,7.604,0.158,2.54
Malselva - loggestasjon,2019-10-19T19:00:00Z,10.55,4.771,7.601,0.148,2.31
Malselva - loggestasjon,2019-10-19T20:00:00Z,10.65,4.772,7.605,0.123,2.46
Malselva - loggestasjon,2019-10-19T21:00:00Z,10.74,4.788,7.599,0.124,2.39
Malselva - loggestasjon,2019-10-19T22:00:00Z,10.79,4.783,7.601,0.106,2.63
Malselva - loggestasjon,2019-10-19T23:00:00Z,10.74,4.818,7.602,0.074,2.65
Malselva - loggestasjon,2019-10-20T00:00:00Z,10.84,4.834,7.603,0.04,2.59
Malselva - loggestasjon,2019-10-20T01:00:00Z,11.04,4.843,7.597,0.037,2.85
Malselva - loggestasjon,2019-10-20T02:00:00Z,10.89,4.858,7.598,0.029,2.92
Malselva - loggestasjon,2019-10-20T03:00:00Z,11.04,4.865,7.6,0.036,3.34
Malselva - loggestasjon,2019-10-20T04:00:00Z,11.09,4.864,7.594,0.019,2.52
Malselva - loggestasjon,2019-10-20T05:00:00Z,10.79,4.866,7.599,0.019,2.79
Malselva - loggestasjon,2019-10-20T06:00:00Z,11.04,4.869,7.598,0.012,3.02
Malselva - loggestasjon,2019-10-20T07:00:00Z,11.18,4.878,7.598,0.009,2.91
Malselva - loggestasjon,2019-10-20T08:00:00Z,11.14,4.894,7.601,0.019,3.46
Malselva - loggestasjon,2019-10-20T09:00:00Z,11.23,4.89,7.604,0.046,3.01
Malselva - loggestasjon,2019-10-20T10:00:00Z,11.04,4.867,7.605,0.063,2.85
Malselva - loggestasjon,2019-10-20T11:00:00Z,10.99,4.844,7.606,0.04,3.5
Malselva - loggestasjon,2019-10-20T12:00:00Z,10.89,4.839,7.61,0.049,2.88
Malselva - loggestasjon,2019-10-20T13:00:00Z,10.89,4.812,7.612,0.041,3.09
Malselva - loggestasjon,2019-10-20T14:00:00Z,11.04,4.795,7.609,0.042,3.12
Malselva - loggestasjon,2019-10-20T15:00:00Z,10.74,4.758,7.61,0.049,3.22
Malselva - loggestasjon,2019-10-20T16:00:00Z,10.6,4.725,7.609,0.033,3.21
Malselva - loggestasjon,2019-10-20T17:00:00Z,10.84,4.703,7.604,0.076,3.17
Malselva - loggestasjon,2019-10-20T18:00:00Z,10.6,4.641,7.604,0.02,3.21
Malselva - loggestasjon,2019-10-20T19:00:00Z,10.6,4.598,7.601,0.037,2.92
Malselva - loggestasjon,2019-10-20T20:00:00Z,10.65,4.549,7.594,0.024,3.74
Malselva - loggestasjon,2019-10-20T21:00:00Z,10.55,4.511,7.593,0.028,3.25
Malselva - loggestasjon,2019-10-20T22:00:00Z,10.5,4.507,7.591,0.055,3.59
Malselva - loggestasjon,2019-10-20T23:00:00Z,10.55,4.499,7.591,0.053,3.12
Malselva - loggestasjon,2019-10-21T00:00:00Z,10.4,4.518,7.581,0.034,3.62
Malselva - loggestasjon,2019-10-21T01:00:00Z,10.26,4.52,7.584,0.015,3.63
Malselva - loggestasjon,2019-10-21T02:00:00Z,10.6,4.53,7.581,0.023,3.34
Malselva - loggestasjon,2019-10-21T03:00:00Z,10.4,4.509,7.578,0.038,3.58
Malselva - loggestasjon,2019-10-21T04:00:00Z,10.55,4.501,7.574,0.033,3.97
Malselva - loggestasjon,2019-10-21T05:00:00Z,10.45,4.506,7.57,0.043,3.66
Malselva - loggestasjon,2019-10-21T06:00:00Z,10.45,4.494,7.569,0.039,3.72
Malselva - loggestasjon,2019-10-21T07:00:00Z,10.35,4.5,7.568,0.043,4.24
Malselva - loggestasjon,2019-10-21T08:00:00Z,10.35,4.508,7.569,0.028,3.81
Malselva - loggestasjon,2019-10-21T09:00:00Z,10.26,4.54,7.57,0.042,4.72
Malselva - loggestasjon,2019-10-21T10:00:00Z,10.55,4.593,7.57,0.053,4.14
Malselva - loggestasjon,2019-10-21T11:00:00Z,10.55,4.695,7.578,0.071,4.38
Malselva - loggestasjon,2019-10-21T12:00:00Z,10.45,4.782,7.58,0.092,4.33
Malselva - loggestasjon,2019-10-21T13:00:00Z,10.6,4.827,7.591,0.074,4.32
Malselva - loggestasjon,2019-10-21T14:00:00Z,10.79,4.832,7.592,0.085,6.12
Malselva - loggestasjon,2019-10-21T15:00:00Z,10.6,4.782,7.592,0.071,4.24
Malselva - loggestasjon,2019-10-21T16:00:00Z,10.55,4.688,7.592,0.074,4.33
Malselva - loggestasjon,2019-10-21T17:00:00Z,10.6,4.664,7.556,0.073,3.92
Malselva - loggestasjon,2019-10-21T18:00:00Z,10.55,4.572,7.583,0.053,3.79
Malselva - loggestasjon,2019-10-21T19:00:00Z,10.35,4.535,7.58,0.084,4.06
Malselva - loggestasjon,2019-10-21T20:00:00Z,10.11,4.498,7.575,0.066,3.88
Malselva - loggestasjon,2019-10-21T21:00:00Z,10.16,4.46,7.568,0.085,4.26
Malselva - loggestasjon,2019-10-21T22:00:00Z,10.21,4.441,7.566,0.082,4.25
Malselva - loggestasjon,2019-10-21T23:00:00Z,10.11,4.435,7.558,0.105,4.02
Malselva - loggestasjon,2019-10-22T00:00:00Z,10.45,4.437,7.557,0.049,4.37
Malselva - loggestasjon,2019-10-22T01:00:00Z,10.21,4.402,7.559,0.072,4.91
Malselva - loggestasjon,2019-10-22T02:00:00Z,10.4,4.411,7.559,0.065,4.23
Malselva - loggestasjon,2019-10-22T03:00:00Z,10.45,4.447,7.563,0.074,4.38
Malselva - loggestasjon,2019-10-22T04:00:00Z,10.31,4.499,7.56,0.084,4.05
Malselva - loggestasjon,2019-10-22T05:00:00Z,10.74,4.536,7.568,0.097,4.33
Malselva - loggestasjon,2019-10-22T06:00:00Z,10.7,4.57,7.569,0.134,4.29
Malselva - loggestasjon,2019-10-22T07:00:00Z,10.65,4.582,7.572,0.131,4.32
Malselva - loggestasjon,2019-10-22T08:00:00Z,10.7,4.58,7.567,0.143,4.71
Malselva - loggestasjon,2019-10-22T09:00:00Z,10.65,4.575,7.568,0.164,4.21
Malselva - loggestasjon,2019-10-22T10:00:00Z,10.7,4.558,7.564,0.127,4.49
Malselva - loggestasjon,2019-10-22T11:00:00Z,10.7,4.564,7.564,0.185,4.4
Malselva - loggestasjon,2019-10-22T12:00:00Z,10.55,4.56,7.573,0.211,4.4
Malselva - loggestasjon,2019-10-22T13:00:00Z,10.74,4.558,7.579,0.251,4.08
Malselva - loggestasjon,2019-10-22T14:00:00Z,10.7,4.572,7.573,0.285,3.95
Malselva - loggestasjon,2019-10-22T15:00:00Z,10.79,4.578,7.581,0.289,4.19
Malselva - loggestasjon,2019-10-22T16:00:00Z,10.84,4.586,7.57,0.317,3.99
Malselva - loggestasjon,2019-10-22T17:00:00Z,10.74,4.597,7.58,0.306,3.79
Malselva - loggestasjon,2019-10-22T18:00:00Z,10.79,4.631,7.579,0.349,3.6
Malselva - loggestasjon,2019-10-22T19:00:00Z,10.7,4.641,7.579,0.343,3.68
Malselva - loggestasjon,2019-10-22T20:00:00Z,10.84,4.639,7.56,0.336,3.62
Malselva - loggestasjon,2019-10-22T21:00:00Z,10.65,4.651,7.582,0.336,3.47
Malselva - loggestasjon,2019-10-22T22:00:00Z,10.6,4.657,7.576,0.354,3.83
Malselva - loggestasjon,2019-10-22T23:00:00Z,10.55,4.681,7.583,0.36,4.02
Malselva - loggestasjon,2019-10-23T00:00:00Z,10.6,4.687,7.578,0.384,3.63
Malselva - loggestasjon,2019-10-23T01:00:00Z,10.89,4.695,7.57,0.384,3.35
Malselva - loggestasjon,2019-10-23T02:00:00Z,10.7,4.694,7.577,0.393,3.02
Malselva - loggestasjon,2019-10-23T03:00:00Z,10.89,4.698,7.573,0.407,2.76
Malselva - loggestasjon,2019-10-23T04:00:00Z,10.7,4.713,7.51,0.415,2.95
Malselva - loggestasjon,2019-10-23T05:00:00Z,10.84,4.717,7.5,0.434,2.86
Malselva - loggestasjon,2019-10-23T06:00:00Z,10.94,4.766,7.574,0.448,3.23
Malselva - loggestasjon,2019-10-23T07:00:00Z,10.74,4.723,7.56,0.48,2.93
Malselva - loggestasjon,2019-10-23T08:00:00Z,10.74,4.684,7.572,0.5,3.11
Malselva - loggestasjon,2019-10-23T09:00:00Z,10.79,4.671,7.57,0.533,4.02
Malselva - loggestasjon,2019-10-23T10:00:00Z,10.99,4.644,7.575,0.564,3.36
Malselva - loggestasjon,2019-10-23T11:00:00Z,10.79,4.606,7.578,0.623,3.04
Malselva - loggestasjon,2019-10-23T12:00:00Z,10.55,4.591,7.566,0.649,3.3
Malselva - loggestasjon,2019-10-23T13:00:00Z,10.74,4.558,7.568,0.665,2.98
Malselva - loggestasjon,2019-10-23T14:00:00Z,10.35,4.517,7.564,0.715,3.58
Malselva - loggestasjon,2019-10-23T15:00:00Z,10.55,4.467,7.563,0.729,3.18
Malselva - loggestasjon,2019-10-23T16:00:00Z,10.74,4.415,7.55,0.748,3.77
Malselva - loggestasjon,2019-10-23T17:00:00Z,10.11,4.356,7.537,0.772,3.4
Malselva - loggestasjon,2019-10-23T18:00:00Z,10.79,4.347,7.533,0.783,3.7
Malselva - loggestasjon,2019-10-23T19:00:00Z,10.4,4.391,7.53,0.797,3.99
Malselva - loggestasjon,2019-10-23T20:00:00Z,10.4,4.379,7.537,0.794,3.63
Malselva - loggestasjon,2019-10-23T21:00:00Z,10.55,4.413,7.543,0.771,3.07
Malselva - loggestasjon,2019-10-23T22:00:00Z,10.35,4.476,7.517,0.81,3.42
Malselva - loggestasjon,2019-10-23T23:00:00Z,10.21,4.509,7.531,0.823,2.86
Malselva - loggestasjon,2019-10-24T00:00:00Z,10.01,4.578,7.533,0.817,3.89
Malselva - loggestasjon,2019-10-24T01:00:00Z,10.5,4.631,7.543,0.832,3.8
Malselva - loggestasjon,2019-10-24T02:00:00Z,10.21,4.685,7.535,0.799,3.44
Malselva - loggestasjon,2019-10-24T03:00:00Z,9.91,4.694,7.536,0.816,3.42
Malselva - loggestasjon,2019-10-24T04:00:00Z,10.16,4.685,7.555,0.794,3.59
Malselva - loggestasjon,2019-10-24T05:00:00Z,10.35,4.698,7.539,0.824,3.05
Malselva - loggestasjon,2019-10-24T06:00:00Z,10.26,4.698,7.53,0.841,3.47
Malselva - loggestasjon,2019-10-24T07:00:00Z,10.45,4.731,7.564,0.827,2.59
Malselva - loggestasjon,2019-10-24T08:00:00Z,10.55,4.823,7.546,0.803,3.25
Malselva - loggestasjon,2019-10-24T09:00:00Z,10.74,4.609,7.551,0.82,3.43
Malselva - loggestasjon,2019-10-24T10:00:00Z,10.21,4.942,7.568,0.81,3.81
Malselva - loggestasjon,2019-10-24T11:00:00Z,10.74,4.945,7.566,0.853,3.61
Malselva - loggestasjon,2019-10-24T12:00:00Z,10.45,4.974,7.575,0.849,3.8
Malselva - loggestasjon,2019-10-24T13:00:00Z,10.94,4.852,7.57,0.865,3.54
Malselva - loggestasjon,2019-10-24T14:00:00Z,10.26,4.693,7.567,0.899,4.01
Malselva - loggestasjon,2019-10-24T15:00:00Z,10.55,4.64,7.559,0.903,4.18
Malselva - loggestasjon,2019-10-24T16:00:00Z,10.55,4.598,7.548,0.903,3.68
Malselva - loggestasjon,2019-10-24T17:00:00Z,10.55,4.608,7.542,0.903,3.64
Malselva - loggestasjon,2019-10-24T18:00:00Z,10.35,4.579,7.526,0.917,3.82
Malselva - loggestasjon,2019-10-24T19:00:00Z,10.55,4.577,7.532,0.882,3.19
Malselva - loggestasjon,2019-10-24T20:00:00Z,10.65,4.564,7.534,0.841,3.28
Malselva - loggestasjon,2019-10-24T21:00:00Z,10.21,4.514,7.533,0.795,2.85
Malselva - loggestasjon,2019-10-24T22:00:00Z,10.35,4.489,7.543,0.846,3.31
Malselva - loggestasjon,2019-10-24T23:00:00Z,9.82,4.507,7.535,0.832,2.68
Malselva - loggestasjon,2019-10-25T00:00:00Z,9.82,4.528,7.531,0.85,2.32
Malselva - loggestasjon,2019-10-25T01:00:00Z,9.96,4.566,7.51,0.849,2.48
Malselva - loggestasjon,2019-10-25T02:00:00Z,10.55,4.597,7.519,0.882,2.1
Malselva - loggestasjon,2019-10-25T03:00:00Z,10.21,4.636,7.497,0.911,2.22
Malselva - loggestasjon,2019-10-25T04:00:00Z,10.5,4.705,7.547,0.937,2.26
Malselva - loggestasjon,2019-10-25T05:00:00Z,10.35,4.761,7.522,0.959,1.83
Malselva - loggestasjon,2019-10-25T06:00:00Z,10.6,4.797,7.54,0.985,1.98
Malselva - loggestasjon,2019-10-25T07:00:00Z,10.6,4.814,7.55,1.005,2.11
Malselva - loggestasjon,2019-10-25T08:00:00Z,10.4,4.785,7.541,1.032,2.51
Malselva - loggestasjon,2019-10-25T09:00:00Z,10.16,4.807,7.548,1.053,2.18
Malselva - loggestasjon,2019-10-25T10:00:00Z,10.5,4.693,7.531,1.08,1.36
Malselva - loggestasjon,2019-10-25T11:00:00Z,10.21,4.63,7.542,1.088,1.36
Malselva - loggestasjon,2019-10-25T12:00:00Z,10.74,4.678,7.537,1.106,1.45
Malselva - loggestasjon,2019-10-25T13:00:00Z,10.55,4.675,7.546,1.117,1.19
Malselva - loggestasjon,2019-10-25T14:00:00Z,11.04,4.621,7.551,1.113,1.25
Malselva - loggestasjon,2019-10-25T15:00:00Z,10.5,4.536,7.542,1.12,1.88
Malselva - loggestasjon,2019-10-25T16:00:00Z,10.11,4.507,7.533,1.096,2.28
Malselva - loggestasjon,2019-10-25T17:00:00Z,9.62,4.418,7.539,1.115,1.8
Malselva - loggestasjon,2019-10-25T18:00:00Z,10.74,4.419,7.525,1.113,1.53
Malselva - loggestasjon,2019-10-25T19:00:00Z,10.55,4.422,7.526,1.098,1.45
Malselva - loggestasjon,2019-10-25T20:00:00Z,10.31,4.457,7.516,1.111,1.64
Malselva - loggestasjon,2019-10-25T21:00:00Z,10.26,4.548,7.507,1.115,1.68
Malselva - loggestasjon,2019-10-25T22:00:00Z,10.4,4.66,7.533,1.094,1.26
Malselva - loggestasjon,2019-10-25T23:00:00Z,10.5,4.736,7.52,1.099,1.33
Malselva - loggestasjon,2019-10-26T00:00:00Z,10.55,4.766,7.527,1.071,1.57
Malselva - loggestasjon,2019-10-26T01:00:00Z,10.79,4.795,7.526,1.072,1.42
