station_name,datetime,CDOM_µg_L_corr_2022,Conductivity_mS_m,pH,Temp_C,Turbidity_NTU
Lundevannet,2020-02-23T16:50:00Z,66.01913061,3.012,6.04,5.37,3.43
Lundevannet,2020-02-23T17:50:00Z,66.25372312,2.997,6.04,5.46,3.4
Lundevannet,2020-02-23T18:50:00Z,66.22133727,2.985,6.04,5.51,3.31
Lundevannet,2020-02-23T19:50:00Z,66.30216987,3.001,6.04,5.55,3.56
Lundevannet,2020-02-23T20:50:00Z,66.43475369,2.997,6.05,5.51,3.37
Lundevannet,2020-02-23T21:50:00Z,66.76377067,2.985,6.05,5.51,3.23
Lundevannet,2020-02-23T22:50:00Z,66.61260071,2.985,6.05,5.51,3.34
Lundevannet,2020-02-23T23:50:00Z,66.62731517,2.985,6.06,5.39,3.31
Lundevannet,2020-02-24T00:50:00Z,66.53515669,2.985,6.06,5.34,3.29
Lundevannet,2020-02-24T01:50:00Z,66.29740554,2.985,6.06,5.2,3.4
Lundevannet,2020-02-24T02:50:00Z,66.21041986,2.993,6.06,5.28,3.4
Lundevannet,2020-02-24T03:50:00Z,66.46666812,2.981,6.07,5.35,3.32
Lundevannet,2020-02-24T04:50:00Z,66.68446719,2.985,6.06,5.37,3.36
Lundevannet,2020-02-24T05:50:00Z,66.74128514,2.981,6.07,5.42,3.29
Lundevannet,2020-02-24T06:50:00Z,66.82640565,2.985,6.07,5.37,3.25
Lundevannet,2020-02-24T07:50:00Z,66.69014704,2.985,6.06,5.25,3.48
Lundevannet,2020-02-24T08:50:00Z,66.31988187,2.993,6.07,4.89,3.34
Lundevannet,2020-02-24T09:50:00Z,66.76178238,2.985,6.07,5.04,3.44
Lundevannet,2020-02-24T10:50:00Z,66.58535061,2.993,6.06,5.04,3.4
Lundevannet,2020-02-24T11:50:00Z,66.87646303,2.977,6.06,5.04,3.36
Lundevannet,2020-02-24T12:50:00Z,66.68627128,2.974,6.06,5.02,3.33
Lundevannet,2020-02-24T13:50:00Z,66.84117667,2.958,6.07,5.04,3.63
Lundevannet,2020-02-24T14:50:00Z,66.66293259,2.966,6.06,5.14,3.4
Lundevannet,2020-02-24T15:50:00Z,66.49200766,2.931,6.04,5.2,3.25
Lundevannet,2020-02-24T16:50:00Z,66.43827986,2.927,6.04,5.27,3.28
Lundevannet,2020-02-24T17:50:00Z,66.41570199,2.923,6.04,5.25,3.26
Lundevannet,2020-02-24T18:50:00Z,66.32798678,2.923,6.05,5.29,3.24
Lundevannet,2020-02-24T19:50:00Z,66.35130944,2.923,6.05,5.24,3.29
Lundevannet,2020-02-24T20:50:00Z,66.61046945,2.931,6.07,5.25,3.26
Lundevannet,2020-02-24T21:50:00Z,66.46087309,2.912,6.06,5.29,3.23
Lundevannet,2020-02-24T22:50:00Z,66.51402761,2.912,6.05,5.29,3.31
Lundevannet,2020-02-24T23:50:00Z,66.63311353,2.912,6.06,5.27,3.23
Lundevannet,2020-02-25T00:50:00Z,66.55392652,2.923,6.06,5.2,3.24
Lundevannet,2020-02-25T01:50:00Z,66.53187929,2.927,6.07,5.11,3.31
Lundevannet,2020-02-25T02:50:00Z,66.4123977,2.912,6.07,5.2,3.26
Lundevannet,2020-02-25T03:50:00Z,66.54464716,2.915,6.08,5.09,3.22
Lundevannet,2020-02-25T04:50:00Z,66.52589034,2.912,6.08,5.23,3.34
Lundevannet,2020-02-25T05:50:00Z,66.43827986,2.915,6.09,5.27,3.33
Lundevannet,2020-02-25T06:50:00Z,66.571121,2.912,6.08,5.27,3.34
Lundevannet,2020-02-25T07:50:00Z,66.49200766,2.915,6.08,5.2,3.36
Lundevannet,2020-02-25T08:50:00Z,66.64588171,2.927,6.09,5.25,3.41
Lundevannet,2020-02-25T09:50:00Z,66.94313077,2.915,6.1,5.2,3.37
Lundevannet,2020-02-25T10:50:00Z,66.6045378,2.931,6.11,5.19,3.52
Lundevannet,2020-02-25T11:50:00Z,66.51459228,2.931,6.11,5.22,3.49
Lundevannet,2020-02-25T12:50:00Z,66.42434574,2.935,6.11,5.14,3.63
Lundevannet,2020-02-25T13:50:00Z,66.41308214,2.958,6.11,5.13,3.45
Lundevannet,2020-02-25T14:50:00Z,66.218711,2.974,6.11,5.13,3.5
Lundevannet,2020-02-25T15:50:00Z,66.3961158,2.997,6.13,5.06,3.5
Lundevannet,2020-02-25T16:50:00Z,66.18860959,3.032,6.15,4.93,3.46
Lundevannet,2020-02-25T17:50:00Z,66.16624576,3.043,6.15,4.91,3.39
Lundevannet,2020-02-25T18:50:00Z,66.18694506,3.028,6.15,4.96,3.46
Lundevannet,2020-02-25T19:50:00Z,66.2093348,3.001,6.14,4.98,3.46
Lundevannet,2020-02-25T20:50:00Z,66.19813804,2.993,6.14,4.97,3.47
Lundevannet,2020-02-25T21:50:00Z,66.44880903,2.985,6.15,4.95,3.51
Lundevannet,2020-02-25T22:50:00Z,66.36239653,2.981,6.14,5.03,3.49
Lundevannet,2020-02-25T23:50:00Z,66.3287115,2.985,6.14,5,3.51
Lundevannet,2020-02-26T00:50:00Z,66.13002108,2.943,6.13,4.98,3.5
Lundevannet,2020-02-26T01:50:00Z,66.24294783,2.943,6.12,5.01,3.53
Lundevannet,2020-02-26T02:50:00Z,66.06297766,2.923,6.12,4.92,3.48
Lundevannet,2020-02-26T03:50:00Z,66.1059517,2.927,6.12,4.99,3.66
Lundevannet,2020-02-26T04:50:00Z,66.02776285,2.927,6.12,4.92,3.61
Lundevannet,2020-02-26T05:50:00Z,65.91638481,2.915,6.13,4.82,3.56
Lundevannet,2020-02-26T06:50:00Z,65.89596235,2.912,6.13,4.77,3.5
Lundevannet,2020-02-26T07:50:00Z,66.06045732,2.915,6.14,4.76,3.33
Lundevannet,2020-02-26T08:50:00Z,65.88666957,2.931,6.15,4.73,3.43
Lundevannet,2020-02-26T09:50:00Z,66.14221098,2.958,6.17,4.92,3.44
Lundevannet,2020-02-26T10:50:00Z,66.48679781,2.931,6.17,5.07,3.38
Lundevannet,2020-02-26T11:50:00Z,66.68591217,2.931,6.17,5.09,3.43
Lundevannet,2020-02-26T12:50:00Z,66.8070273,2.935,6.18,5.08,3.32
Lundevannet,2020-02-26T13:50:00Z,66.41861435,3.012,6.16,5.08,3.35
Lundevannet,2020-02-26T14:50:00Z,66.38330408,2.985,6.15,5.08,3.26
Lundevannet,2020-02-26T15:50:00Z,66.14120821,2.974,6.14,4.99,3.3
Lundevannet,2020-02-26T16:50:00Z,65.87244055,2.974,6.14,4.82,3.39
Lundevannet,2020-02-26T17:50:00Z,65.87839946,2.993,6.15,4.77,3.36
Lundevannet,2020-02-26T18:50:00Z,65.71534898,3.016,6.16,4.71,3.36
Lundevannet,2020-02-26T19:50:00Z,65.58314758,3.001,6.15,4.63,3.36
Lundevannet,2020-02-26T20:50:00Z,65.59581698,2.997,6.14,4.57,3.4
Lundevannet,2020-02-26T21:50:00Z,65.29966128,3.016,6.15,4.3,3.36
Lundevannet,2020-02-26T22:50:00Z,65.28423189,3.016,6.15,4.23,3.34
Lundevannet,2020-02-26T23:50:00Z,65.03618721,3.032,6.16,4.25,3.29
Lundevannet,2020-02-27T00:50:00Z,65.03637133,3.024,6.15,4.13,3.31
Lundevannet,2020-02-27T01:50:00Z,65.05787959,3.008,6.14,4.31,3.34
Lundevannet,2020-02-27T02:50:00Z,65.29966128,3.001,6.14,4.3,3.33
Lundevannet,2020-02-27T03:50:00Z,65.32137775,3.008,6.13,4.28,3.3
Lundevannet,2020-02-27T04:50:00Z,65.21029024,3.008,6.13,4.25,3.4
Lundevannet,2020-02-27T05:50:00Z,65.21029024,3.001,6.13,4.25,3.44
Lundevannet,2020-02-27T06:50:00Z,65.37807315,3.001,6.13,4.3,3.34
Lundevannet,2020-02-27T07:50:00Z,65.50304009,2.977,6.13,4.43,3.27
Lundevannet,2020-02-27T08:50:00Z,65.62107933,2.977,6.13,4.45,3.32
Lundevannet,2020-02-27T09:50:00Z,65.68752449,2.966,6.13,4.55,3.57
Lundevannet,2020-02-27T10:50:00Z,65.73126951,2.966,6.13,4.55,3.44
Lundevannet,2020-02-27T11:50:00Z,65.90677254,2.966,6.13,4.59,3.44
Lundevannet,2020-02-27T12:50:00Z,65.65601668,2.966,6.13,4.45,3.4
Lundevannet,2020-02-27T13:50:00Z,65.65601668,2.977,6.13,4.45,3.46
Lundevannet,2020-02-27T14:50:00Z,65.5534595,2.981,6.13,4.46,3.31
Lundevannet,2020-02-27T15:50:00Z,65.54247029,2.977,6.13,4.45,3.69
Lundevannet,2020-02-27T16:50:00Z,65.76439876,2.977,6.13,4.58,3.68
Lundevannet,2020-02-27T17:50:00Z,65.71874098,2.974,6.13,4.61,3.44
Lundevannet,2020-02-27T18:50:00Z,65.81968846,2.977,6.13,4.63,3.49
Lundevannet,2020-02-27T19:50:00Z,65.60846087,2.977,6.13,4.51,3.4
Lundevannet,2020-02-27T20:50:00Z,65.52248755,2.962,6.14,4.4,3.42
Lundevannet,2020-02-27T21:50:00Z,65.45086792,2.966,6.14,4.47,3.4
Lundevannet,2020-02-27T22:50:00Z,65.40718159,2.966,6.14,4.47,3.39
Lundevannet,2020-02-27T23:50:00Z,65.49206486,2.966,6.14,4.42,3.41
Lundevannet,2020-02-28T00:50:00Z,65.5334642,2.962,6.14,4.41,3.37
Lundevannet,2020-02-28T01:50:00Z,65.56445239,2.966,6.14,4.47,3.45
Lundevannet,2020-02-28T02:50:00Z,65.59940146,2.966,6.14,4.47,3.54
Lundevannet,2020-02-28T03:50:00Z,65.67458448,2.962,6.14,4.57,3.41
Lundevannet,2020-02-28T04:50:00Z,65.75335197,2.966,6.14,4.57,3.37
Lundevannet,2020-02-28T05:50:00Z,65.77544927,2.962,6.14,4.59,3.39
Lundevannet,2020-02-28T06:50:00Z,65.8972504,2.958,6.14,4.7,3.5
Lundevannet,2020-02-28T07:50:00Z,66.01012113,2.95,6.15,4.77,3.48
Lundevannet,2020-02-28T08:50:00Z,66.25024591,2.958,6.15,4.93,3.56
Lundevannet,2020-02-28T09:50:00Z,66.58831718,3.001,6.19,5.16,3.36
Lundevannet,2020-02-28T10:50:00Z,66.55780983,2.985,6.18,5.36,3.43
Lundevannet,2020-02-28T11:50:00Z,66.51157763,2.985,6.19,5.28,3.46
Lundevannet,2020-02-28T12:50:00Z,66.35365334,2.966,6.17,5.14,3.33
Lundevannet,2020-02-28T13:50:00Z,66.24861265,2.947,6.16,4.96,3.2
Lundevannet,2020-02-28T14:50:00Z,66.27659501,2.962,6.16,5.04,3.24
Lundevannet,2020-02-28T15:50:00Z,66.17479234,2.95,6.16,5.02,3.31
Lundevannet,2020-02-28T16:50:00Z,65.90217933,2.947,6.15,4.91,3.26
Lundevannet,2020-02-28T17:50:00Z,66.01190842,2.935,6.14,4.89,3.35
Lundevannet,2020-02-28T18:50:00Z,65.96145351,2.935,6.14,4.9,3.37
Lundevannet,2020-02-28T19:50:00Z,66.00076201,2.958,6.14,4.88,3.37
Lundevannet,2020-02-28T20:50:00Z,66.21667461,2.958,6.14,4.9,3.43
Lundevannet,2020-02-28T21:50:00Z,66.05119325,2.977,6.15,4.87,3.44
Lundevannet,2020-02-28T22:50:00Z,66.09648237,2.966,6.14,4.95,3.44
Lundevannet,2020-02-28T23:50:00Z,66.06987202,2.985,6.16,4.8,3.32
Lundevannet,2020-02-29T00:50:00Z,66.01835752,2.977,6.15,4.88,3.39
Lundevannet,2020-02-29T01:50:00Z,65.96210428,2.974,6.14,4.79,3.4
Lundevannet,2020-02-29T02:50:00Z,66.01950346,2.977,6.15,4.81,3.45
Lundevannet,2020-02-29T03:50:00Z,66.34861814,2.993,6.16,4.79,3.44
Lundevannet,2020-02-29T04:50:00Z,66.05354854,2.962,6.14,4.88,3.46
Lundevannet,2020-02-29T05:50:00Z,66.14015911,2.974,6.14,4.8,3.48
Lundevannet,2020-02-29T06:50:00Z,66.04178004,2.974,6.13,4.83,3.45
Lundevannet,2020-02-29T07:50:00Z,65.95031373,2.974,6.14,4.89,3.46
Lundevannet,2020-02-29T08:50:00Z,66.21888535,2.962,6.13,5.02,3.46
Lundevannet,2020-02-29T09:50:00Z,66.343992,2.95,6.12,5.1,3.57
Lundevannet,2020-02-29T10:50:00Z,66.27659501,2.962,6.13,5.04,3.49
Lundevannet,2020-02-29T11:50:00Z,66.24685585,2.958,6.13,5.1,3.5
Lundevannet,2020-02-29T12:50:00Z,66.09371051,2.958,6.13,5.05,3.61
Lundevannet,2020-02-29T13:50:00Z,66.01950346,2.935,6.13,4.81,3.38
Lundevannet,2020-02-29T14:50:00Z,65.88615893,2.962,6.13,4.69,3.47
Lundevannet,2020-02-29T15:50:00Z,65.73167485,3.036,6.16,4.59,3.67
Lundevannet,2020-02-29T16:50:00Z,65.37206894,2.977,6.13,4.43,3.5
Lundevannet,2020-02-29T17:50:00Z,65.30012124,2.977,6.13,4.46,3.54
Lundevannet,2020-02-29T18:50:00Z,65.12976837,2.993,6.14,4.28,3.47
Lundevannet,2020-02-29T19:50:00Z,65.54613685,3.249,6.23,4.35,3.48
Lundevannet,2020-02-29T20:50:00Z,66.28653765,3.601,6.33,4.31,3.55
Lundevannet,2020-02-29T21:50:00Z,65.61202057,3.225,6.19,4.41,3.46
Lundevannet,2020-02-29T22:50:00Z,65.54416576,3.284,6.19,4.38,3.48
Lundevannet,2020-02-29T23:50:00Z,65.82152891,3.082,6.15,4.6,3.53
Lundevannet,2020-03-01T00:50:00Z,66.69679759,3.198,6.24,4.42,3.56
Lundevannet,2020-03-01T01:50:00Z,66.42748641,3.175,6.22,4.28,3.5
Lundevannet,2020-03-01T02:50:00Z,66.87804126,3.501,6.33,4.2,3.41
Lundevannet,2020-03-01T03:50:00Z,64.3312446,3.431,6.25,3.91,3.62
Lundevannet,2020-03-01T04:50:00Z,62.84188636,3.295,6.21,3.81,4.25
Lundevannet,2020-03-01T05:50:00Z,62.85107199,3.225,6.2,3.91,4.36
Lundevannet,2020-03-01T06:50:00Z,63.43140411,3.148,6.18,4.05,4.2
Lundevannet,2020-03-01T07:50:00Z,63.55287035,3.132,6.19,4.05,4.22
Lundevannet,2020-03-01T08:50:00Z,63.65403851,3.101,6.18,4.17,4.18
Lundevannet,2020-03-01T09:50:00Z,63.92945809,3.117,6.19,4.2,4.26
Lundevannet,2020-03-01T10:50:00Z,64.57124205,3.016,6.16,4.4,3.99
Lundevannet,2020-03-01T11:50:00Z,65.06408256,2.977,6.14,4.62,3.86
Lundevannet,2020-03-01T12:50:00Z,64.80496063,2.997,6.16,4.35,4
Lundevannet,2020-03-01T13:50:00Z,65.04255867,3.067,6.14,4.36,3.82
Lundevannet,2020-03-01T14:50:00Z,63.49618831,3.253,6.18,4.3,5.05
Lundevannet,2020-03-01T15:50:00Z,62.25924387,3.477,6.22,4.25,5.78
Lundevannet,2020-03-01T16:50:00Z,62.21091226,3.536,6.22,4.17,5.81
Lundevannet,2020-03-01T17:50:00Z,62.25990342,3.636,6.24,4.1,5.82
Lundevannet,2020-03-01T18:50:00Z,61.96302484,3.617,6.24,4.09,5.73
Lundevannet,2020-03-01T19:50:00Z,62.37425133,3.563,6.23,4.21,5.61
Lundevannet,2020-03-01T20:50:00Z,62.14838136,3.532,6.23,4.16,5.69
Lundevannet,2020-03-01T21:50:00Z,61.83718281,3.536,6.22,4.01,5.62
Lundevannet,2020-03-01T22:50:00Z,62.62846555,3.597,6.24,4.32,5.55
Lundevannet,2020-03-01T23:50:00Z,62.32717678,3.536,6.23,4.24,5.78
Lundevannet,2020-03-02T00:50:00Z,62.77705124,3.601,6.25,4.42,5.64
Lundevannet,2020-03-02T01:50:00Z,62.85922539,3.648,6.25,4.44,5.58
Lundevannet,2020-03-02T02:50:00Z,63.07157219,3.694,6.26,4.55,5.64
Lundevannet,2020-03-02T03:50:00Z,63.30468945,3.629,6.25,4.58,5.57
Lundevannet,2020-03-02T04:50:00Z,63.18269575,3.613,6.25,4.63,5.66
Lundevannet,2020-03-02T05:50:00Z,63.53013036,3.532,6.24,4.66,5.49
Lundevannet,2020-03-02T06:50:00Z,63.48187299,3.559,6.25,4.82,5.59
Lundevannet,2020-03-02T07:50:00Z,63.63042615,3.582,6.25,4.68,5.63
Lundevannet,2020-03-02T08:50:00Z,63.17152862,3.601,6.26,4.57,5.64
Lundevannet,2020-03-02T09:50:00Z,63.49808358,3.613,6.26,4.63,5.63
Lundevannet,2020-03-02T10:50:00Z,63.3998155,3.636,6.27,4.62,5.6
Lundevannet,2020-03-02T11:50:00Z,63.45618877,3.644,6.27,4.64,5.58
Lundevannet,2020-03-02T12:50:00Z,63.38085484,3.632,6.25,4.52,5.49
Lundevannet,2020-03-02T13:50:00Z,63.47354178,3.687,6.25,4.41,5.32
Lundevannet,2020-03-02T14:50:00Z,63.27528841,3.729,6.25,4.47,5.23
Lundevannet,2020-03-02T15:50:00Z,63.65383521,3.725,6.26,4.62,5.32
Lundevannet,2020-03-02T16:50:00Z,63.80203478,3.71,6.26,4.75,5.31
Lundevannet,2020-03-02T17:50:00Z,63.86659805,3.725,6.26,4.81,5.31
Lundevannet,2020-03-02T18:50:00Z,63.79432722,3.718,6.26,4.8,5.31
Lundevannet,2020-03-02T19:50:00Z,63.86943179,3.71,6.26,4.78,5.37
Lundevannet,2020-03-02T20:50:00Z,63.74058538,3.679,6.26,4.75,5.39
Lundevannet,2020-03-02T21:50:00Z,63.95925972,3.675,6.27,4.79,5.34
Lundevannet,2020-03-02T22:50:00Z,64.14306788,3.683,6.26,4.83,5.4
Lundevannet,2020-03-02T23:50:00Z,64.5018024,3.9,6.31,4.78,5.39
Lundevannet,2020-03-03T00:50:00Z,64.26876513,3.865,6.31,4.8,5.39
Lundevannet,2020-03-03T01:50:00Z,64.43106894,3.795,6.3,4.82,5.37
Lundevannet,2020-03-03T02:50:00Z,64.58606509,3.911,6.33,4.93,5.38
Lundevannet,2020-03-03T03:50:00Z,64.70450553,3.931,6.33,4.99,5.36
Lundevannet,2020-03-03T04:50:00Z,64.30842454,3.834,6.31,4.95,5.38
Lundevannet,2020-03-03T05:50:00Z,64.06381798,3.725,6.27,4.96,5.38
Lundevannet,2020-03-03T06:50:00Z,64.49549112,3.853,6.32,4.96,5.35
Lundevannet,2020-03-03T07:50:00Z,64.34572697,3.795,6.29,4.96,5.35
Lundevannet,2020-03-03T08:50:00Z,64.21829466,3.702,6.26,4.94,5.36
Lundevannet,2020-03-03T09:50:00Z,64.09702854,3.683,6.26,4.95,5.35
Lundevannet,2020-03-03T10:50:00Z,64.38562154,3.683,6.27,4.94,5.34
Lundevannet,2020-03-03T11:50:00Z,64.19391838,3.667,6.26,4.95,5.42
Lundevannet,2020-03-03T12:50:00Z,60.03646373,3.675,6.25,4.95,9.55
Lundevannet,2020-03-03T13:50:00Z,64.03133815,3.663,6.24,4.93,5.38
Lundevannet,2020-03-03T14:50:00Z,63.99889125,3.644,6.23,4.9,5.3
Lundevannet,2020-03-03T15:50:00Z,64.08892316,3.629,6.23,4.91,5.38
Lundevannet,2020-03-03T16:50:00Z,64.1749058,3.648,6.24,4.9,5.23
Lundevannet,2020-03-03T17:50:00Z,63.98808292,3.648,6.24,4.89,5.25
Lundevannet,2020-03-03T18:50:00Z,64.15461081,3.659,6.25,4.93,5.22
Lundevannet,2020-03-03T19:50:00Z,64.26760417,3.644,6.24,4.88,5.36
Lundevannet,2020-03-03T20:50:00Z,63.55798083,3.718,6.26,4.85,5.76
Lundevannet,2020-03-03T21:50:00Z,62.95966793,3.764,6.27,4.8,6.21
Lundevannet,2020-03-03T22:50:00Z,62.48351288,3.803,6.28,4.74,6.75
Lundevannet,2020-03-03T23:50:00Z,61.51741129,3.811,6.28,4.57,7.19
Lundevannet,2020-03-04T00:50:00Z,62.3085149,3.966,6.34,4.59,7.2
Lundevannet,2020-03-04T01:50:00Z,61.73848743,3.838,6.29,4.53,7.3
Lundevannet,2020-03-04T02:50:00Z,62.01669736,3.803,6.28,4.52,7.15
Lundevannet,2020-03-04T03:50:00Z,61.93205486,3.787,6.28,4.59,7.1
Lundevannet,2020-03-04T04:50:00Z,62.36104421,3.783,6.27,4.59,7.11
Lundevannet,2020-03-04T05:50:00Z,62.13173199,3.776,6.27,4.58,7.12
Lundevannet,2020-03-04T06:50:00Z,62.12331438,3.768,6.27,4.53,7.08
Lundevannet,2020-03-04T07:50:00Z,62.38200853,3.752,6.27,4.61,7.03
Lundevannet,2020-03-04T08:50:00Z,62.60978492,3.737,6.27,4.66,7.04
Lundevannet,2020-03-04T09:50:00Z,62.62899708,3.733,6.26,4.62,6.98
Lundevannet,2020-03-04T10:50:00Z,63.3161075,3.714,6.26,4.78,6.92
Lundevannet,2020-03-04T11:50:00Z,63.7905518,3.694,6.26,4.87,6.87
Lundevannet,2020-03-04T12:50:00Z,63.40118338,3.683,6.25,4.95,6.81
Lundevannet,2020-03-04T13:50:00Z,61.02023019,3.679,6.32,2.77,3.56
Lundevannet,2020-03-04T14:50:00Z,61.48270507,3.648,6.3,2.85,3.56
Lundevannet,2020-03-04T15:50:00Z,61.51283254,3.632,6.3,2.88,3.5
Lundevannet,2020-03-04T16:50:00Z,61.60799903,3.625,6.3,2.89,3.44
Lundevannet,2020-03-04T17:50:00Z,61.44780259,3.632,6.31,2.9,3.41
Lundevannet,2020-03-04T18:50:00Z,61.67922196,3.613,6.3,2.91,3.37
Lundevannet,2020-03-04T19:50:00Z,61.61421452,3.601,6.3,2.93,3.32
Lundevannet,2020-03-04T20:50:00Z,61.51283254,3.609,6.3,2.88,3.34
Lundevannet,2020-03-04T21:50:00Z,61.59793607,3.597,6.31,2.88,3.33
Lundevannet,2020-03-04T22:50:00Z,62.15305285,3.814,6.37,2.84,3.23
Lundevannet,2020-03-04T23:50:00Z,61.53228077,3.702,6.33,2.73,3.28
Lundevannet,2020-03-05T00:50:00Z,61.9016152,3.846,6.37,2.81,3.16
Lundevannet,2020-03-05T01:50:00Z,61.8251095,3.725,6.34,2.81,3.16
Lundevannet,2020-03-05T02:50:00Z,61.50751718,3.648,6.32,2.79,3.15
Lundevannet,2020-03-05T03:50:00Z,61.71303329,3.617,6.31,2.8,3.09
Lundevannet,2020-03-05T04:50:00Z,61.61488647,3.609,6.31,2.77,3.07
Lundevannet,2020-03-05T05:50:00Z,61.54846587,3.601,6.31,2.78,3.06
Lundevannet,2020-03-05T06:50:00Z,61.71212716,3.57,6.31,2.74,3.06
Lundevannet,2020-03-05T07:50:00Z,62.02912471,3.597,6.32,2.81,3.05
Lundevannet,2020-03-05T08:50:00Z,62.49147153,3.543,6.31,2.98,2.94
Lundevannet,2020-03-05T09:50:00Z,62.60407149,3.52,6.3,3.04,2.96
Lundevannet,2020-03-05T10:50:00Z,62.05395405,3.493,6.28,3.12,3.03
Lundevannet,2020-03-05T11:50:00Z,61.9359527,3.481,6.28,3.13,3.57
Lundevannet,2020-03-05T12:50:00Z,62.09409987,3.551,6.15,3,2.96
Lundevannet,2020-03-05T13:50:00Z,62.08393926,3.586,6.16,2.99,2.94
Lundevannet,2020-03-05T14:50:00Z,62.07541359,3.582,6.16,2.99,2.93
Lundevannet,2020-03-05T15:50:00Z,61.96457986,3.578,6.16,2.99,2.89
Lundevannet,2020-03-05T16:50:00Z,62.13705109,3.586,6.17,2.95,2.9
Lundevannet,2020-03-05T17:50:00Z,62.19339154,3.698,6.21,2.93,2.89
Lundevannet,2020-03-05T18:50:00Z,62.19504138,3.609,6.19,2.94,2.76
Lundevannet,2020-03-05T19:50:00Z,62.03318604,3.547,6.17,2.94,2.74
Lundevannet,2020-03-05T20:50:00Z,62.11837306,3.563,6.17,2.94,2.74
Lundevannet,2020-03-05T21:50:00Z,61.93626473,3.57,6.17,2.92,2.81
Lundevannet,2020-03-05T22:50:00Z,61.95007751,3.578,6.16,2.9,2.79
Lundevannet,2020-03-05T23:50:00Z,61.81660887,3.547,6.16,2.81,2.79
Lundevannet,2020-03-06T00:50:00Z,61.87930349,3.52,6.17,2.83,2.74
Lundevannet,2020-03-06T01:50:00Z,61.76025577,3.528,6.16,2.83,2.72
Lundevannet,2020-03-06T02:50:00Z,61.61259366,3.52,6.16,2.81,2.73
Lundevannet,2020-03-06T03:50:00Z,62.07199585,3.586,6.19,2.76,2.65
Lundevannet,2020-03-06T04:50:00Z,61.59634838,3.551,6.18,2.76,2.6
Lundevannet,2020-03-06T05:50:00Z,61.86178318,3.528,6.17,2.72,2.6
Lundevannet,2020-03-06T06:50:00Z,61.90582111,3.508,6.17,2.73,2.6
Lundevannet,2020-03-06T07:50:00Z,62.12263168,3.481,6.16,2.81,2.6
Lundevannet,2020-03-06T08:50:00Z,62.16319987,3.45,6.15,2.85,2.55
Lundevannet,2020-03-06T09:50:00Z,62.44039351,3.443,6.15,2.93,2.54
Lundevannet,2020-03-06T10:50:00Z,62.35522041,3.435,6.15,2.93,2.53
Lundevannet,2020-03-06T11:50:00Z,62.05347737,3.415,6.14,2.96,2.59
Lundevannet,2020-03-06T12:50:00Z,62.15737972,3.481,6.13,2.97,2.56
Lundevannet,2020-03-06T13:50:00Z,62.18322633,3.485,6.13,2.92,2.56
Lundevannet,2020-03-06T14:50:00Z,62.26464121,3.481,6.14,3,2.52
Lundevannet,2020-03-06T15:50:00Z,62.01086993,3.47,6.14,2.96,2.55
Lundevannet,2020-03-06T16:50:00Z,61.80001006,3.481,6.15,2.92,2.98
Lundevannet,2020-03-06T17:50:00Z,61.9602013,3.493,6.15,2.91,2.53
Lundevannet,2020-03-06T18:50:00Z,62.01332457,3.493,6.16,2.87,2.52
Lundevannet,2020-03-06T19:50:00Z,62.23952407,3.458,6.16,2.9,2.37
Lundevannet,2020-03-06T20:50:00Z,62.23952407,3.466,6.16,2.9,2.37
Lundevannet,2020-03-06T21:50:00Z,62.29060287,3.47,6.16,2.9,2.41
Lundevannet,2020-03-06T22:50:00Z,62.12034019,3.466,6.16,2.9,2.4
Lundevannet,2020-03-06T23:50:00Z,62.20382107,3.466,6.16,2.89,2.42
Lundevannet,2020-03-07T00:50:00Z,62.02710091,3.466,6.16,2.85,2.38
Lundevannet,2020-03-07T01:50:00Z,62.02912471,3.443,6.17,2.81,2.34
Lundevannet,2020-03-07T02:50:00Z,62.03276495,3.415,6.17,2.78,2.28
Lundevannet,2020-03-07T03:50:00Z,61.96846307,3.419,6.18,2.75,2.26
Lundevannet,2020-03-07T04:50:00Z,61.84266582,3.458,6.18,2.76,2.29
Lundevannet,2020-03-07T05:50:00Z,61.95607677,3.45,6.17,2.62,2.21
Lundevannet,2020-03-07T06:50:00Z,62.00124421,3.443,6.16,2.69,2.22
Lundevannet,2020-03-07T07:50:00Z,62.58669363,3.443,6.18,2.74,2.17
Lundevannet,2020-03-07T08:50:00Z,62.49157461,3.431,6.17,2.78,2.2
Lundevannet,2020-03-07T09:50:00Z,62.73311426,3.412,6.16,2.85,2.16
Lundevannet,2020-03-07T10:50:00Z,62.78436466,3.392,6.16,2.9,2.18
Lundevannet,2020-03-07T11:50:00Z,62.44039351,3.369,6.15,2.93,2.21
Lundevannet,2020-03-07T12:50:00Z,62.87829934,3.431,6.15,2.95,2.24
Lundevannet,2020-03-07T13:50:00Z,62.90209362,3.415,6.15,2.94,2.16
Lundevannet,2020-03-07T14:50:00Z,62.60909247,3.412,6.15,2.97,2.16
Lundevannet,2020-03-07T15:50:00Z,62.38939891,3.412,6.15,2.88,2.16
Lundevannet,2020-03-07T16:50:00Z,62.38939891,3.396,6.14,2.88,2.16
Lundevannet,2020-03-07T17:50:00Z,62.49491809,3.458,6.17,2.9,2.17
Lundevannet,2020-03-07T18:50:00Z,62.5255666,3.435,6.16,2.93,2.16
Lundevannet,2020-03-07T19:50:00Z,62.50513092,3.408,6.16,2.91,2.13
Lundevannet,2020-03-07T20:50:00Z,62.52726732,3.396,6.15,2.89,2.12
